Date,Year,Season,Crop,State,District,Irrigation_Type,Area_ha,Fertilizer_Use,Yield_kg_ha,Production_tons
2024-12-18,2024,Perennial,Tea,Assam,Dibrugarh,Rainfed,717.67,142.0,1585.0,1137.51
2019-02-02,2019,Kharif,Pulses,Maharashtra,Pune,Drip,983.88,62.0,1456.0,1432.53
2025-04-09,2025,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,586.01,187.0,1150.0,673.91
2023-02-16,2023,Rabi,Potato,Bihar,Purnia,Tube Well,783.57,119.0,23346.0,18293.23
2017-02-16,2017,Rabi,Potato,Punjab,Patiala,Canal,1468.93,79.0,17318.0,25438.93
2015-07-29,2015,Kharif,Cotton,Andhra Pradesh,Chittoor,Rainfed,911.79,96.0,501.0,456.81
2022-03-21,2022,Perennial,Sugarcane,Tamil Nadu,Madurai,Canal,239.15,180.0,140416.0,33580.49
2020-10-15,2020,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,556.2,107.0,2164.0,1203.62
2022-10-21,2022,Rabi,Wheat,Uttar Pradesh,Lucknow,Tube Well,489.88,134.0,4596.0,2251.49
2024-06-02,2024,Kharif,Oilseeds,Rajasthan,Jaipur,Rainfed,697.1,192.0,1624.0,1132.09
2020-08-31,2020,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,307.57,148.0,1120.0,344.48
2022-12-28,2022,Rabi,Pulses,Maharashtra,Pune,Drip,387.7,151.0,2636.0,1021.98
2022-12-28,2022,Rabi,Potato,West Bengal,Howrah,Canal,270.75,87.0,30990.0,8390.54
2024-03-05,2024,Kharif,Cotton,Andhra Pradesh,Chittoor,Tube Well,793.63,150.0,921.0,730.93
2017-11-20,2017,Kharif,Rice,West Bengal,Kolkata,Rainfed,129.05,109.0,2252.0,290.62
2016-11-17,2016,Rabi,Oilseeds,Gujarat,Vadodara,Tube Well,1144.74,187.0,2522.0,2887.03
2019-01-10,2019,Zaid,Coconut,Tamil Nadu,Coimbatore,Canal,330.8,69.0,6789.0,2245.8
2015-03-26,2015,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Canal,450.15,93.0,125922.0,56683.79
2019-08-12,2019,Kharif,Oilseeds,Gujarat,Vadodara,Tube Well,64.82,60.0,2415.0,156.54
2025-10-23,2025,Kharif,Oilseeds,Gujarat,Ahmedabad,Rainfed,302.76,107.0,2935.0,888.6
2022-09-26,2022,Kharif,Cotton,Maharashtra,Nagpur,Tube Well,550.48,72.0,818.0,450.29
2025-01-07,2025,Kharif,Maize,Karnataka,Belgaum,Tube Well,412.87,177.0,6734.0,2780.27
2023-09-13,2023,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,225.69,189.0,1588.0,358.4
2022-03-29,2022,Rabi,Potato,Uttar Pradesh,Varanasi,Rainfed,70.71,150.0,28262.0,1998.41
2023-12-16,2023,Kharif,Maize,Andhra Pradesh,Chittoor,Rainfed,367.69,66.0,2901.0,1066.67
2018-05-26,2018,Kharif,Cotton,Gujarat,Rajkot,Tube Well,936.21,101.0,1212.0,1134.69
2023-03-05,2023,Kharif,Maize,Maharashtra,Nagpur,Tube Well,576.04,195.0,6194.0,3567.99
2015-05-09,2015,Perennial,Coffee,Tamil Nadu,Chennai,Tube Well,326.95,70.0,1290.0,421.77
2020-09-07,2020,Perennial,Coffee,Karnataka,Hubli,Drip,342.22,133.0,1592.0,544.81
2024-10-05,2024,Kharif,Maize,Maharashtra,Nagpur,Drip,725.22,103.0,7096.0,5146.16
2019-09-16,2019,Kharif,Maize,Telangana,Hyderabad,Tube Well,279.04,200.0,5401.0,1507.1
2023-09-26,2023,Perennial,Tea,Kerala,Ernakulam,Rainfed,508.33,93.0,1756.0,892.63
2016-11-22,2016,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Canal,1484.29,57.0,86814.0,128857.15
2021-03-14,2021,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,38.41,155.0,1240.0,47.63
2025-08-21,2025,Kharif,Maize,Andhra Pradesh,Visakhapatnam,Rainfed,210.8,99.0,4434.0,934.69
2015-10-11,2015,Kharif,Oilseeds,Gujarat,Vadodara,Rainfed,223.14,149.0,3131.0,698.65
2025-02-19,2025,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,363.19,66.0,3620.0,1314.75
2018-09-21,2018,Kharif,Maize,Bihar,Purnia,Tube Well,51.0,128.0,5100.0,260.1
2025-03-17,2025,Kharif,Pulses,Uttar Pradesh,Kanpur,Canal,721.51,106.0,2483.0,1791.51
2017-08-07,2017,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,650.96,131.0,2475.0,1611.13
2022-11-27,2022,Kharif,Rice,Uttar Pradesh,Kanpur,Canal,27.23,178.0,4143.0,112.81
2022-03-25,2022,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,444.28,196.0,13631.0,6055.98
2024-06-25,2024,Kharif,Oilseeds,Gujarat,Ahmedabad,Tube Well,915.46,163.0,3863.0,3536.42
2019-10-30,2019,Kharif,Cotton,Andhra Pradesh,Guntur,Canal,193.85,165.0,1199.0,232.43
2017-03-30,2017,Rabi,Wheat,Haryana,Gurgaon,Tube Well,117.81,129.0,3648.0,429.77
2021-01-05,2021,Kharif,Oilseeds,Gujarat,Rajkot,Rainfed,760.63,65.0,2134.0,1623.18
2020-02-07,2020,Perennial,Tea,West Bengal,Darjeeling,Rainfed,20.85,150.0,1359.0,28.34
2024-01-25,2024,Rabi,Wheat,Uttar Pradesh,Lucknow,Rainfed,1204.64,72.0,2183.0,2629.73
2021-06-21,2021,Kharif,Pulses,Maharashtra,Mumbai,Rainfed,96.24,87.0,1739.0,167.36
2023-04-22,2023,Zaid,Coconut,Kerala,Ernakulam,Drip,424.24,156.0,6568.0,2786.41
2017-12-19,2017,Kharif,Pulses,Rajasthan,Jaipur,Rainfed,520.69,149.0,1902.0,990.35
2019-07-22,2019,Perennial,Tea,Assam,Tinsukia,Rainfed,201.19,97.0,1414.0,284.48
2016-12-08,2016,Kharif,Rice,Assam,Kamrup,Rainfed,91.8,166.0,3825.0,351.14
2024-11-02,2024,Rabi,Wheat,Punjab,Ludhiana,Tube Well,271.68,191.0,4551.0,1236.42
2019-12-28,2019,Kharif,Cotton,Gujarat,Surat,Tube Well,1027.07,132.0,1357.0,1393.73
2023-04-20,2023,Rabi,Wheat,Uttar Pradesh,Varanasi,Tube Well,1061.61,152.0,5217.0,5538.42
2017-09-19,2017,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Rainfed,305.17,91.0,87848.0,26808.57
2025-06-17,2025,Perennial,Sugarcane,Karnataka,Mysore,Canal,790.57,196.0,121888.0,96361.0
2019-11-15,2019,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,569.81,91.0,1186.0,675.79
2023-11-02,2023,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,798.2,183.0,5218.0,4165.01
2019-08-19,2019,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,162.71,189.0,6096.0,991.88
2017-01-26,2017,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,433.78,158.0,8153.0,3536.61
2018-06-09,2018,Kharif,Rice,Tamil Nadu,Madurai,Drip,496.62,172.0,4818.0,2392.72
2019-04-24,2019,Rabi,Wheat,Punjab,Ludhiana,Canal,1347.66,119.0,3605.0,4858.31
2023-05-12,2023,Kharif,Cotton,Telangana,Nizamabad,Tube Well,91.52,188.0,699.0,63.97
2021-12-15,2021,Perennial,Coffee,Tamil Nadu,Madurai,Drip,201.09,161.0,841.0,169.12
2017-03-10,2017,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,681.46,99.0,1648.0,1123.05
2019-04-10,2019,Kharif,Rice,Punjab,Patiala,Canal,1230.76,55.0,2696.0,3318.13
2025-02-22,2025,Zaid,Coconut,Tamil Nadu,Chennai,Tube Well,342.92,131.0,8405.0,2882.24
2018-02-16,2018,Kharif,Maize,Telangana,Warangal,Rainfed,541.15,176.0,4986.0,2698.17
2019-06-23,2019,Rabi,Potato,Bihar,Gaya,Rainfed,388.87,179.0,16076.0,6251.47
2017-07-20,2017,Rabi,Wheat,Uttar Pradesh,Kanpur,Tube Well,25.37,175.0,3104.0,78.75
2022-09-24,2022,Kharif,Cotton,Gujarat,Ahmedabad,Rainfed,41.06,82.0,714.0,29.32
2022-07-04,2022,Kharif,Pulses,Rajasthan,Jaipur,Rainfed,47.44,114.0,1359.0,64.47
2021-06-16,2021,Rabi,Potato,Punjab,Amritsar,Canal,895.17,142.0,40226.0,36009.11
2020-10-01,2020,Kharif,Oilseeds,Rajasthan,Jodhpur,Tube Well,202.67,150.0,1733.0,351.23
2018-06-11,2018,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,109.32,100.0,1523.0,166.49
2022-01-06,2022,Perennial,Coffee,Tamil Nadu,Coimbatore,Tube Well,1035.83,154.0,1139.0,1179.81
2020-03-16,2020,Zaid,Coconut,Kerala,Ernakulam,Drip,105.84,139.0,7346.0,777.5
2023-02-01,2023,Kharif,Cotton,Telangana,Warangal,Canal,609.84,135.0,1003.0,611.67
2025-05-18,2025,Kharif,Rice,Assam,Kamrup,Rainfed,716.39,149.0,3541.0,2536.74
2021-03-21,2021,Kharif,Rice,Assam,Dibrugarh,Rainfed,139.43,141.0,3288.0,458.45
2015-06-10,2015,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,158.16,75.0,3057.0,483.5
2020-03-15,2020,Rabi,Potato,Bihar,Muzaffarpur,Rainfed,578.08,181.0,30421.0,17585.77
2022-12-23,2022,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,411.67,86.0,944.0,388.62
2015-09-30,2015,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,421.61,162.0,1880.0,792.63
2017-04-17,2017,Kharif,Maize,Telangana,Nizamabad,Canal,503.66,76.0,5382.0,2710.7
2020-11-30,2020,Kharif,Maize,Bihar,Muzaffarpur,Tube Well,950.4,149.0,5456.0,5185.38
2022-11-04,2022,Rabi,Pulses,Uttar Pradesh,Lucknow,Rainfed,90.22,184.0,2035.0,183.6
2023-09-24,2023,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,610.75,51.0,6903.0,4216.01
2017-01-14,2017,Rabi,Oilseeds,Rajasthan,Jodhpur,Rainfed,170.43,197.0,1586.0,270.3
2023-12-05,2023,Kharif,Oilseeds,Gujarat,Ahmedabad,Tube Well,454.68,54.0,2927.0,1330.85
2022-07-12,2022,Perennial,Sugarcane,Karnataka,Bangalore,Tube Well,107.33,52.0,92786.0,9958.72
2016-08-13,2016,Perennial,Sugarcane,Tamil Nadu,Madurai,Drip,495.73,179.0,129293.0,64094.42
2019-02-28,2019,Kharif,Cotton,Andhra Pradesh,Krishna,Rainfed,967.02,156.0,667.0,645.0
2020-11-10,2020,Kharif,Pulses,Maharashtra,Pune,Tube Well,137.38,66.0,1088.0,149.47
2019-07-24,2019,Rabi,Potato,Bihar,Purnia,Tube Well,282.85,191.0,30761.0,8700.75
2025-09-29,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,304.72,151.0,1662.0,506.44
2019-02-20,2019,Rabi,Wheat,Bihar,Muzaffarpur,Canal,112.86,67.0,4872.0,549.85
2020-10-15,2020,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Rainfed,1145.85,179.0,94835.0,108666.68
2021-06-26,2021,Rabi,Wheat,Bihar,Muzaffarpur,Tube Well,789.08,122.0,3799.0,2997.71
2018-11-07,2018,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Canal,1255.48,92.0,129690.0,162823.2
2022-01-10,2022,Kharif,Rice,Tamil Nadu,Coimbatore,Tube Well,646.45,174.0,4477.0,2894.16
2023-06-30,2023,Kharif,Pulses,Maharashtra,Mumbai,Rainfed,664.34,161.0,1094.0,726.79
2018-10-30,2018,Zaid,Coconut,Tamil Nadu,Madurai,Tube Well,296.18,143.0,12199.0,3613.1
2019-07-30,2019,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,527.57,185.0,5548.0,2926.96
2023-05-31,2023,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,361.21,179.0,2159.0,779.85
2024-10-07,2024,Kharif,Maize,Karnataka,Belgaum,Tube Well,1068.15,84.0,5261.0,5619.54
2023-08-23,2023,Kharif,Oilseeds,Rajasthan,Jodhpur,Tube Well,678.04,182.0,1889.0,1280.82
2019-04-26,2019,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Tube Well,1358.76,106.0,72996.0,99184.04
2017-11-24,2017,Kharif,Rice,Punjab,Ludhiana,Tube Well,546.53,115.0,5132.0,2804.79
2023-04-25,2023,Perennial,Coffee,Kerala,Thrissur,Rainfed,300.7,196.0,1007.0,302.8
2021-11-25,2021,Perennial,Coffee,Tamil Nadu,Madurai,Canal,939.41,164.0,1273.0,1195.87
2015-06-23,2015,Zaid,Coconut,Tamil Nadu,Chennai,Tube Well,804.76,98.0,11216.0,9026.19
2021-09-17,2021,Rabi,Potato,Uttar Pradesh,Lucknow,Rainfed,1059.5,147.0,15507.0,16429.67
2022-08-21,2022,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,202.93,131.0,1302.0,264.21
2018-09-30,2018,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,335.01,67.0,10769.0,3607.72
2021-12-22,2021,Kharif,Maize,Karnataka,Hubli,Tube Well,641.57,183.0,4391.0,2817.13
2016-03-18,2016,Rabi,Oilseeds,Maharashtra,Nagpur,Rainfed,586.46,173.0,3156.0,1850.87
2018-02-05,2018,Rabi,Oilseeds,Rajasthan,Jaipur,Rainfed,607.14,167.0,1517.0,921.03
2022-04-29,2022,Rabi,Wheat,Rajasthan,Jaipur,Tube Well,282.0,134.0,3890.0,1096.98
2018-02-23,2018,Rabi,Potato,Uttar Pradesh,Kanpur,Tube Well,984.35,83.0,17444.0,17171.0
2024-08-25,2024,Kharif,Cotton,Andhra Pradesh,Krishna,Rainfed,564.43,183.0,655.0,369.7
2022-03-30,2022,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,418.99,103.0,3396.0,1422.89
2020-06-03,2020,Perennial,Sugarcane,Karnataka,Bangalore,Tube Well,54.2,53.0,91686.0,4969.38
2019-08-31,2019,Kharif,Maize,Maharashtra,Nagpur,Tube Well,604.84,197.0,5855.0,3541.34
2025-09-10,2025,Perennial,Sugarcane,Tamil Nadu,Madurai,Canal,616.58,179.0,94433.0,58225.5
2024-02-02,2024,Rabi,Wheat,Haryana,Hisar,Canal,694.88,143.0,3452.0,2398.73
2018-08-08,2018,Perennial,Tea,Kerala,Thrissur,Rainfed,679.45,52.0,1655.0,1124.49
2016-01-13,2016,Rabi,Wheat,Bihar,Muzaffarpur,Rainfed,318.01,84.0,3327.0,1058.02
2016-06-26,2016,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Rainfed,1062.05,118.0,6163.0,6545.41
2015-06-16,2015,Kharif,Cotton,Telangana,Nizamabad,Rainfed,369.08,144.0,712.0,262.78
2019-03-30,2019,Perennial,Coffee,Kerala,Thrissur,Drip,558.68,156.0,1849.0,1033.0
2019-02-19,2019,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,78.51,168.0,3517.0,276.12
2022-10-11,2022,Perennial,Sugarcane,Tamil Nadu,Chennai,Drip,228.17,133.0,87984.0,20075.31
2020-03-11,2020,Perennial,Tea,West Bengal,Howrah,Canal,839.67,148.0,2258.0,1895.97
2022-06-07,2022,Kharif,Rice,Andhra Pradesh,Chittoor,Canal,24.67,172.0,6882.0,169.78
2023-07-21,2023,Kharif,Maize,Andhra Pradesh,Guntur,Rainfed,1162.55,158.0,5713.0,6641.65
2018-04-24,2018,Zaid,Coconut,Kerala,Kozhikode,Drip,160.6,193.0,8520.0,1368.31
2023-04-11,2023,Kharif,Rice,Telangana,Warangal,Canal,812.16,181.0,4782.0,3883.75
2022-01-09,2022,Perennial,Coffee,Kerala,Kozhikode,Rainfed,417.6,75.0,1392.0,581.3
2015-10-07,2015,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,399.56,192.0,1653.0,660.47
2016-10-23,2016,Kharif,Cotton,Maharashtra,Nashik,Tube Well,118.53,81.0,1191.0,141.17
2016-02-27,2016,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,188.96,199.0,6916.0,1306.85
2022-06-29,2022,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,133.41,155.0,1959.0,261.35
2020-03-21,2020,Perennial,Coffee,Karnataka,Mysore,Drip,583.27,144.0,1641.0,957.15
2016-01-18,2016,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,390.01,99.0,1706.0,665.36
2018-06-16,2018,Rabi,Wheat,Haryana,Hisar,Canal,996.44,70.0,3445.0,3432.74
2018-02-02,2018,Rabi,Potato,Uttar Pradesh,Kanpur,Canal,1318.63,69.0,14524.0,19151.78
2024-10-10,2024,Rabi,Wheat,Uttar Pradesh,Lucknow,Rainfed,707.59,180.0,4030.0,2851.59
2016-01-04,2016,Rabi,Oilseeds,Maharashtra,Nashik,Rainfed,311.03,115.0,2532.0,787.53
2018-02-10,2018,Rabi,Wheat,Uttar Pradesh,Kanpur,Tube Well,507.02,134.0,4003.0,2029.6
2017-07-07,2017,Rabi,Potato,Uttar Pradesh,Lucknow,Rainfed,1272.16,190.0,21934.0,27903.56
2024-07-31,2024,Kharif,Rice,Tamil Nadu,Chennai,Drip,168.99,88.0,4560.0,770.59
2020-09-18,2020,Zaid,Coconut,Kerala,Thrissur,Rainfed,505.53,165.0,4760.0,2406.32
2025-08-28,2025,Kharif,Cotton,Telangana,Hyderabad,Canal,21.65,121.0,952.0,20.61
2024-11-08,2024,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,204.08,82.0,1168.0,238.37
2017-08-09,2017,Kharif,Pulses,Maharashtra,Pune,Rainfed,772.92,178.0,1155.0,892.72
2021-03-21,2021,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,370.57,152.0,2118.0,784.87
2015-12-03,2015,Zaid,Coconut,Karnataka,Bangalore,Drip,547.97,64.0,7831.0,4291.15
2020-12-04,2020,Kharif,Pulses,Uttar Pradesh,Kanpur,Canal,994.24,131.0,1925.0,1913.91
2020-02-12,2020,Kharif,Cotton,Maharashtra,Mumbai,Drip,312.62,178.0,1743.0,544.9
2022-01-08,2022,Kharif,Maize,Telangana,Hyderabad,Rainfed,259.92,60.0,3893.0,1011.87
2022-11-07,2022,Rabi,Oilseeds,Maharashtra,Nashik,Rainfed,892.95,112.0,2081.0,1858.23
2018-05-23,2018,Perennial,Coffee,Kerala,Thrissur,Drip,435.25,171.0,1038.0,451.79
2022-03-22,2022,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,20.06,179.0,3233.0,64.85
2016-05-01,2016,Zaid,Coconut,Tamil Nadu,Madurai,Canal,740.66,166.0,11900.0,8813.85
2023-01-06,2023,Kharif,Pulses,Uttar Pradesh,Lucknow,Canal,933.94,96.0,1622.0,1514.85
2022-07-10,2022,Rabi,Potato,West Bengal,Howrah,Canal,95.68,126.0,14882.0,1423.91
2023-12-25,2023,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,301.53,161.0,9907.0,2987.26
2019-08-03,2019,Kharif,Pulses,Rajasthan,Jodhpur,Tube Well,370.25,73.0,2139.0,791.96
2019-11-26,2019,Rabi,Potato,Uttar Pradesh,Varanasi,Rainfed,315.07,139.0,13063.0,4115.76
2017-01-06,2017,Kharif,Maize,Maharashtra,Mumbai,Drip,731.57,158.0,4645.0,3398.14
2024-06-11,2024,Kharif,Rice,Telangana,Warangal,Tube Well,539.96,177.0,3398.0,1834.78
2016-06-09,2016,Kharif,Maize,Telangana,Hyderabad,Canal,828.91,67.0,6279.0,5204.73
2019-08-02,2019,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,596.29,99.0,3269.0,1949.27
2024-01-13,2024,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,248.52,131.0,1147.0,285.05
2016-02-01,2016,Rabi,Pulses,Uttar Pradesh,Varanasi,Canal,186.02,155.0,2708.0,503.74
2020-03-19,2020,Rabi,Potato,West Bengal,Kolkata,Rainfed,939.97,160.0,24756.0,23269.9
2021-11-24,2021,Kharif,Maize,Andhra Pradesh,Visakhapatnam,Rainfed,1016.82,88.0,4410.0,4484.18
2023-11-07,2023,Kharif,Cotton,Andhra Pradesh,Krishna,Canal,218.62,52.0,726.0,158.72
2018-05-02,2018,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,52.87,154.0,1355.0,71.64
2024-03-28,2024,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Canal,1070.68,186.0,148593.0,159095.55
2019-02-05,2019,Kharif,Pulses,Maharashtra,Nashik,Drip,942.13,170.0,2935.0,2765.15
2020-01-15,2020,Perennial,Tea,Assam,Cachar,Rainfed,149.94,143.0,2069.0,310.23
2019-05-25,2019,Rabi,Pulses,Uttar Pradesh,Varanasi,Tube Well,1005.64,197.0,2224.0,2236.54
2020-04-09,2020,Rabi,Potato,Uttar Pradesh,Varanasi,Tube Well,425.6,115.0,18467.0,7859.56
2020-02-09,2020,Rabi,Oilseeds,Rajasthan,Jodhpur,Tube Well,189.83,129.0,3871.0,734.83
2020-03-19,2020,Kharif,Maize,Karnataka,Hubli,Canal,363.72,52.0,6345.0,2307.8
2019-04-17,2019,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,421.11,192.0,2039.0,858.64
2023-12-13,2023,Rabi,Oilseeds,Gujarat,Ahmedabad,Tube Well,967.3,138.0,3559.0,3442.62
2015-09-03,2015,Kharif,Oilseeds,Maharashtra,Mumbai,Rainfed,653.25,109.0,1433.0,936.11
2019-11-15,2019,Perennial,Coffee,Karnataka,Mysore,Canal,334.87,57.0,868.0,290.67
2018-06-16,2018,Rabi,Wheat,Bihar,Patna,Rainfed,885.13,104.0,3572.0,3161.68
2018-07-05,2018,Kharif,Maize,Karnataka,Belgaum,Tube Well,70.05,51.0,5390.0,377.57
2019-01-12,2019,Zaid,Coconut,Andhra Pradesh,Krishna,Tube Well,958.54,99.0,10666.0,10223.79
2020-04-18,2020,Kharif,Oilseeds,Maharashtra,Nashik,Drip,1021.85,193.0,3452.0,3527.43
2021-08-19,2021,Rabi,Wheat,Uttar Pradesh,Kanpur,Rainfed,387.78,73.0,2120.0,822.09
2017-08-25,2017,Rabi,Pulses,Rajasthan,Udaipur,Rainfed,146.82,132.0,1278.0,187.64
2017-08-26,2017,Perennial,Tea,West Bengal,Kolkata,Rainfed,963.42,78.0,1767.0,1702.36
2022-05-17,2022,Zaid,Coconut,Kerala,Kozhikode,Drip,451.51,168.0,9240.0,4171.95
2025-04-09,2025,Rabi,Wheat,Bihar,Muzaffarpur,Canal,55.55,134.0,4216.0,234.2
2023-06-06,2023,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,624.67,80.0,1401.0,875.16
2021-08-12,2021,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,181.01,180.0,16362.0,2961.69
2021-02-27,2021,Kharif,Oilseeds,Maharashtra,Nashik,Rainfed,451.38,168.0,1659.0,748.84
2018-08-10,2018,Kharif,Oilseeds,Maharashtra,Pune,Tube Well,839.84,193.0,2778.0,2333.08
2024-12-20,2024,Kharif,Pulses,Maharashtra,Mumbai,Drip,863.09,50.0,2472.0,2133.56
2019-09-19,2019,Kharif,Oilseeds,Gujarat,Ahmedabad,Rainfed,430.45,119.0,1407.0,605.64
2020-01-02,2020,Rabi,Pulses,Rajasthan,Udaipur,Tube Well,108.86,200.0,2595.0,282.49
2018-07-15,2018,Rabi,Potato,Uttar Pradesh,Varanasi,Rainfed,832.88,172.0,15163.0,12628.96
2024-09-12,2024,Rabi,Potato,West Bengal,Darjeeling,Canal,691.45,175.0,40501.0,28004.42
2021-09-24,2021,Kharif,Rice,Punjab,Ludhiana,Canal,1291.73,143.0,4930.0,6368.23
2024-02-05,2024,Zaid,Coconut,Tamil Nadu,Madurai,Drip,538.04,157.0,17872.0,9615.85
2018-10-08,2018,Kharif,Maize,Telangana,Nizamabad,Canal,584.67,171.0,5232.0,3058.99
2019-02-21,2019,Rabi,Potato,Bihar,Gaya,Tube Well,63.86,64.0,28087.0,1793.64
2021-11-14,2021,Rabi,Oilseeds,Rajasthan,Udaipur,Tube Well,627.22,154.0,3321.0,2083.0
2025-07-11,2025,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,235.78,172.0,1862.0,439.02
2015-09-07,2015,Kharif,Cotton,Gujarat,Rajkot,Tube Well,762.34,56.0,560.0,426.91
2021-09-05,2021,Kharif,Rice,Bihar,Muzaffarpur,Canal,916.89,95.0,3748.0,3436.5
2019-02-23,2019,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,326.11,99.0,8281.0,2700.52
2015-07-21,2015,Perennial,Tea,Assam,Cachar,Rainfed,513.79,178.0,1680.0,863.17
2017-07-26,2017,Rabi,Wheat,Haryana,Karnal,Tube Well,988.01,167.0,4754.0,4697.0
2025-03-20,2025,Kharif,Rice,Odisha,Bhubaneswar,Canal,829.61,148.0,3106.0,2576.77
2024-07-03,2024,Rabi,Oilseeds,Maharashtra,Pune,Rainfed,1057.6,171.0,2750.0,2908.4
2017-03-15,2017,Zaid,Coconut,Karnataka,Belgaum,Tube Well,674.75,118.0,10729.0,7239.39
2016-07-02,2016,Zaid,Coconut,Karnataka,Hubli,Drip,727.99,181.0,8493.0,6182.82
2016-12-30,2016,Kharif,Cotton,Gujarat,Surat,Rainfed,185.25,85.0,559.0,103.55
2024-06-02,2024,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,428.45,156.0,2501.0,1071.55
2022-03-18,2022,Zaid,Coconut,Andhra Pradesh,Guntur,Tube Well,368.19,86.0,9459.0,3482.71
2016-02-28,2016,Kharif,Rice,Andhra Pradesh,Guntur,Canal,524.05,56.0,4596.0,2408.53
2018-10-25,2018,Kharif,Maize,Karnataka,Bangalore,Canal,731.85,93.0,6181.0,4523.56
2017-07-25,2017,Kharif,Rice,Punjab,Ludhiana,Canal,232.24,124.0,6732.0,1563.44
2025-02-24,2025,Rabi,Wheat,Haryana,Karnal,Canal,34.15,177.0,3900.0,133.18
2016-03-28,2016,Perennial,Coffee,Tamil Nadu,Chennai,Canal,442.65,126.0,1745.0,772.42
2018-03-21,2018,Perennial,Coffee,Kerala,Kozhikode,Drip,264.53,77.0,1611.0,426.16
2022-05-22,2022,Rabi,Potato,Uttar Pradesh,Kanpur,Tube Well,636.44,199.0,16758.0,10665.46
2018-01-24,2018,Rabi,Pulses,Rajasthan,Jodhpur,Rainfed,652.54,91.0,1866.0,1217.64
2016-07-18,2016,Kharif,Oilseeds,Gujarat,Rajkot,Rainfed,851.43,198.0,3339.0,2842.92
2020-01-29,2020,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,268.69,190.0,1878.0,504.6
2016-08-04,2016,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,151.63,131.0,5683.0,861.71
2022-06-23,2022,Rabi,Oilseeds,Gujarat,Rajkot,Tube Well,745.99,64.0,3120.0,2327.49
2023-10-02,2023,Kharif,Cotton,Telangana,Hyderabad,Rainfed,595.24,154.0,865.0,514.88
2017-11-11,2017,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,440.42,177.0,4963.0,2185.8
2022-03-11,2022,Kharif,Rice,Andhra Pradesh,Guntur,Tube Well,263.19,117.0,2750.0,723.77
2020-09-28,2020,Kharif,Pulses,Uttar Pradesh,Kanpur,Rainfed,52.55,86.0,1062.0,55.81
2018-06-12,2018,Kharif,Oilseeds,Maharashtra,Pune,Rainfed,352.7,170.0,1319.0,465.21
